  ID,Schenk_Jackson_2002,Reference,location,Latitude,Longitude,Elevation,MaxDiameter,Measurement,Totmass,Sampdepth,Sampmax,Texture,Depth_org_horizon,Broadleaved_trees,Needleleaved_trees,Shrubs,Semi_shrubs,Grasses,Forbs,Succulents,Tree_phenology,Anthropogenic,Wetland,Vegetation,UMD_cover,PET,MAP,Rainfall_season,D50,D95,D50_extrapolated,D95_extrapolated
RG07a,YES,Scholes & Walker 1993,South Africa,-24.65,28.75,1100,-999,length,-999,1,no,coarse,0,1,0,0,0,1,1,0,drought-deciduous,N,N,Savanna,7,1256,630,"tropical, seas",0.3,0.86,0.36,1.48
RG07b,YES,Scholes & Walker 1993,South Africa,-24.65,28.75,1100,-999,length,-999,1,no,coarse,0,1,0,0,0,1,1,0,drought-deciduous,N,N,Savanna,7,1256,630,"tropical, seas",0.2,0.81,0.24,1.35
RG09a,YES,de Castro and Kauffman 1998,"Goiás, Brazil",-16.1,-47.9,1100,Total,mass,1.58,2,no,fine,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1404,1482,"tropical, seas",0.06,1.42,0.08,2.08
RG09b,YES,de Castro and Kauffman 1998,"Goiás, Brazil",-16.1,-47.9,1100,Total,mass,3.05,2,no,coarse,0,1,0,1,0,1,0,0,evergreen,N,N,Savanna,7,1404,1482,"tropical, seas",0.09,0.79,0.1,0.89
RG09c,YES,de Castro and Kauffman 1998,"Goiás, Brazil",-16.1,-47.9,1100,Total,mass,4.67,2,no,-999,0,1,0,1,0,1,0,0,evergreen,N,N,Savanna,7,1404,1482,"tropical, seas",0.1,0.51,0.1,0.52
RG09d,YES,de Castro and Kauffman 1998,"Goiás, Brazil",-16.1,-47.9,1100,Total,mass,5.36,2,no,-999,0,1,0,1,0,1,0,0,evergreen,N,N,Savanna,7,1404,1482,"tropical, seas",0.16,0.92,0.16,1.02
RG10,YES,Gaze et al. 1998,"Sahel, Niger",13.25,2.25,-999,Total,length,-999,2.3,no,coarse,0,0,0,1,0,1,1,0,drought-deciduous,N,N,Savanna,7,2264,585,"tropical, seas",0.22,1.4,0.23,1.61
RG11a,YES,Mordelet et al. 1997,"Lamto Reserve, Cote D'Ivoire",6.22,-5.03,-999,Total,mass,2.92,1.2,no,coarse,0,1,0,0,0,1,0,0,drought-deciduous,N,N,Savanna,7,1265,1210,"tropical, seas",0.22,0.79,0.22,0.99
RG11b,YES,Mordelet et al. 1997,"Lamto Reserve, Cote D'Ivoire",6.22,-5.03,-999,Total,mass,1.12,1.2,no,coarse,0,1,0,0,0,1,0,0,drought-deciduous,N,N,Savanna,7,1265,1210,"tropical, seas",0.22,0.87,0.23,1.26
RG13,YES,Mekonnen et al. 1997,W Kenya,0.1,34.57,1420,Total,length,-999,2.25,no,fine,0,0,0,0,0,1,1,0,-999,Y,N,Pasture,10,1413,1800,"non-tropical,",0.16,1.61,0.17,2.04
RG14a,YES,Groot et al. 1995,"Zinzana, S Mali",13.17,5.92,280,Total,mass,0.28,1.7,yes,coarse,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,2311,700,"tropical, seas",0.1,1,0.11,1.4
RG14b,YES,Groot et al. 1995,"N'Tarla, S Mali",12.58,5.7,310,Total,mass,0.46,1.8,no,coarse,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,2223,900,"tropical, seas",0.08,0.43,0.08,0.44
RG15,YES,Smit & Rethman 1998,South Africa,-25.55,27.68,-999,Total,mass,1.74,1,no,medium,0,1,0,0,0,0,0,0,winter-deciduous,N,N,Savanna,7,1240,376,"tropical, seas",0.42,0.89,0.47,1.39
RG16,YES,Nepstad et al. 1994,"Para, Brazil",-2.98,-47.52,-999,1,mass,0.58,6.72,no,fine,0,0,0,0,0,1,1,0,-999,Y,N,Pasture,10,1313,1750,"tropical, seas",0.29,4.64,0.29,4.64
RG18a,YES,Kellman & Sanmugadas 1985,Belize,17,-89,500,2,mass,0.49,0.6,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1366,500,"tropical, seas",0.07,0.34,0.07,0.43
RG18b,YES,Kellman & Sanmugadas 1985,Belize,17,-89,-999,2,mass,0.61,0.6,no,medium,0,0,1,0,0,1,0,0,evergreen,N,N,Savanna,6,1366,500,"tropical, seas",0.09,0.42,0.09,0.62
RG18c,YES,Kellman & Sanmugadas 1985,Belize,17,-89,-999,2,mass,0.69,0.6,no,medium,0,0,0,1,0,0,0,0,evergreen,N,N,Savanna,6,1366,500,"tropical, seas",0.11,0.36,0.11,0.42
RG19a,YES,Kellman & Roulet 1990,"Veracruz, Mexico",19.5,-96.5,<10,2,mass,0.5,2,no,coarse,0,0,0,0,0,1,0,0,-999,Y,N,Pasture,10,1438,1300,"tropical, seas",0.46,1.69,0.54,2.4
RG19b,YES,Kellman & Roulet 1990,"Veracruz, Mexico",19.5,-96.5,<10,2,mass,0.75,2,no,coarse,0,1,0,0,0,0,0,0,drought-deciduous,Y,N,Savanna,7,1438,1300,"tropical, seas",0.43,1.69,0.51,2.4
RG21,YES,Blagoveshchenskiy 1968,NW India,26.27,72.97,-999,Total,mass,0.19,0.9,no,coarse,0,1,0,0,0,1,0,0,drought-deciduous,N,N,Savanna,7,2183,355,summer maximum,0.3,0.81,0.44,1.54
RG22,YES,Toky & Bisht 1992,NW India,29.17,75.77,215,Total,mass,-999,2.33,no,medium,0,1,0,0,0,0,0,0,drought-deciduous,N,N,Savanna,7,1687,550,summer maximum,0.22,1.01,0.22,1.06
RG23,YES,Devidas & Puyravaud 1995,S India,11.78,76.38,900,Total,mass,1.24,0.5,no,-999,0,0,0,0,0,1,1,0,-999,N,N,Grassland,10,1650,1098,"tropical, seas",0.1,0.41,0.12,0.7
RG24a,YES,McNaughton et al. 1998,"Serengeti, Tanzania",-1.57,34.83,-999,Total,mass,0.41,0.5,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1406,1100,"tropical, seas",0.07,0.33,0.07,0.47
RG24b,YES,McNaughton et al. 1998,"Serengeti, Tanzania",-2.33,34.95,-999,Total,mass,0.48,0.5,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1424,800,"tropical, seas",0.11,0.36,0.12,0.48
RG24c,YES,McNaughton et al. 1998,"Serengeti, Tanzania",-2.73,35.17,-999,Total,mass,0.63,0.5,no,fine,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1410,425,"tropical, seas",0.19,0.46,0.3,0.89
RG25,YES,Coughenour et al. 1990,"S Turkana, Kenya",2.2,35.75,-999,Total,length,-999,2.4,no,medium,0,1,0,0,0,0,0,0,drought-deciduous,N,N,Savanna,7,1530,300,"tropical, seas",0.32,1.12,0.32,1.17
RG26,YES,Vandenbeldt 1991,SW Niger,13.08,12.1,-999,>2,mass,-999,3.5,no,coarse,0,1,0,0,0,0,0,0,deciduous during wet,N,N,Savanna,7,2155,562,"tropical, seas",0.66,2.59,0.66,2.59
RG27a,YES,Bille 1977,"Sahel, Senegal",16.22,-15.1,40,Total,mass,0.13,6,no,coarse,0,1,0,1,0,0,0,0,drought-deciduous,N,N,Savanna,7,2124,316,"tropical, seas",0.23,2.61,0.23,2.61
RG27b,YES,Bille 1977,"Sahel, Senegal",16.22,-15.1,40,Total,mass,0.98,6,yes,coarse,0,1,0,0,0,0,0,0,drought-deciduous,N,N,Savanna,7,2124,316,"tropical, seas",0.33,2.05,0.33,2.05
RG27c,YES,Bille 1977,"Sahel, Senegal",16.22,-15.1,40,Total,mass,0.23,2,no,coarse,0,0,0,0,0,1,1,0,-999,N,N,Grassland,10,2124,316,"tropical, seas",0.11,1.02,0.11,1.25
RG28,YES,Soumaré et al. 1994,Mali,14.5,5.75,-999,Total,mass,0.51,0.6,no,coarse,0,1,0,0,0,1,0,0,drought-deciduous,N,N,Savanna,7,2559,580,"tropical, seas",0.2,0.5,0.22,0.76
RG29,YES,Friesen et al. 1997,E Colombia,4.5,-71.32,150,Total,length,-999,0.8,no,fine,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,890,2240,"tropical, seas",0.16,0.69,0.25,1.33
RG30,YES,Rao 1998,E Colombia,4.62,-71.32,150,Total,length,-999,0.8,no,fine,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,891,2200,"tropical, seas",0.13,0.67,0.18,1.24
RG31a,YES,Belsky 1994,"Tsavo Natl. Park, Kenya",-3.42,37.92,450,Total,number,-999,1,no,-999,0,1,0,0,0,1,0,0,drought-deciduous,N,N,Savanna,7,1352,450,"tropical, seas",0.37,0.91,0.53,1.71
RG31b,YES,Belsky 1994,"Tsavo Natl. Park, Kenya",-3.42,37.92,450,Total,number,-999,1,no,-999,0,0,0,0,0,1,1,0,-999,N,N,Grassland,10,1352,450,"tropical, seas",0.33,0.89,0.43,1.6
RG31c,YES,Belsky 1994,"Tsavo Natl. Park, Kenya",-2.75,38.13,767,Total,number,-999,1,no,-999,0,1,0,0,0,1,0,0,drought-deciduous,N,N,Savanna,7,1498,767,"tropical, seas",0.33,0.89,0.44,1.64
RG31d,YES,Belsky 1994,"Tsavo Natl. Park, Kenya",-2.75,38.13,767,Total,number,-999,1.2,no,-999,0,0,0,0,0,1,1,0,-999,N,N,Grassland,10,1498,767,"tropical, seas",0.43,1.08,0.58,1.99
RG32,YES,Singh 1994,NW India,29.17,75.77,215,2,mass,0.91,1.2,no,medium,0,1,0,0,0,0,0,0,drought-deciduous,N,N,Savanna,7,1687,550,summer maximum,0.21,0.82,0.22,1.11
RG33a,YES,Hosegood 1963,Kenya,-1.18,36.63,~2200,Total,volume,-999,5.79,no,medium,0,1,0,0,0,0,0,0,evergreen,N,N,Savanna,7,1461,967,"tropical, seas",0.06,3.64,0.06,3.64
RG33b,YES,Hosegood 1963,Kenya,-1.18,36.63,~2200,Total,volume,-999,4.88,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1461,967,"tropical, seas",0.22,3.02,0.22,3.02
RG34a,NO,Villares et al. 1953,"Sao Paulo, Brazil",-21.1,-47.75,-999,Total,mass,0.34,2.24,no,fine,0,0,0,0,0,1,0,0,-999,Y,N,Pasture,10,1280,1483,"tropical, seas",0.13,1.62,0.15,2.08
RG34b,NO,Villares et al. 1953,"Sao Paulo, Brazil",-21.1,-50.9,-999,Total,mass,0.24,2.8,no,fine,0,0,0,0,0,1,0,0,-999,Y,N,Pasture,10,1293,1326,"tropical, seas",0.42,2.03,0.42,2.13
RG35,NO,Roupsard et al. 1999,Burkina Faso,11.43,-3.4,-999,Total,number,-999,7.5,no,medium,0,1,0,0,0,0,0,0,deciduous during wet,Y,N,Savanna,7,1981,924,"tropical, seas",3.41,6.74,3.41,6.74
RG36a,NO,Jonsson et al. 1988,Tanzania,-6.83,37.63,-999,Total,mass,0.08,0.8,no,medium,0,1,0,0,0,0,0,0,drought-deciduous,Y,N,Savanna,7,1275,870,"tropical, seas",0.29,0.72,0.39,1.33
RG36b,NO,Jonsson et al. 1988,Tanzania,-6.83,37.63,-999,Total,mass,0.07,1,no,medium,0,1,0,0,0,0,0,0,evergreen,Y,N,Savanna,7,1275,870,"tropical, seas",0.35,0.91,0.5,1.7
RG37,NO,Bowden 1963,Uganda,0.47,32.45,-999,Total,mass,1.05,0.8,no,fine,0,0,0,0,0,1,0,0,-999,Y,N,Pasture,10,1209,1400,"non-tropical,",0.07,0.58,0.08,1
RG38,NO,Haworth 1953,Sri Lanka,6.07,80.67,-999,Total,mass,4.74,3.05,no,fine,0,0,0,0,0,1,0,0,-999,Y,N,Pasture,10,1528,1800,"non-tropical,",0.26,1.22,0.26,1.22
RG39,NO,Moreira et al. 2000,"Para, Brazil",-2.98,-47.52,-999,Total,mass,1.01,4,yes,fine,0,1,0,0,0,1,0,0,evergreen,Y,N,Pasture,10,1313,1800,"tropical, seas",0.68,2.89,0.68,2.89
RG40,NO,Ramam 1970,N India,25.33,83,-999,Total,mass,0.7,0.5,no,fine,0,0,0,0,0,1,1,0,-999,Y,N,Pasture,10,1314,1040,"tropical, seas",0.03,0.27,0.03,0.39
SC02,YES,Higgins et al. 1987,"Cape Province, South Africa",-33.95,18.92,400,Total,mass,1.22,3.5,no,coarse,0,0,0,1,0,1,1,0,-999,N,N,Closed shrubland,8,1285,1700,winter maximum,0.07,0.32,0.07,0.32
SC04,YES,Kummerow & Mangan 1981,"California, USA",32.78,-116.53,1400,Total,mass,1.34,1,no,medium,0,0,0,1,0,0,0,0,-999,N,N,Closed shrubland,8,1276,460,winter maximum,0.4,0.83,0.42,1.05
SC05,YES,Kummerow et al. 1990,"Montpelier, France",43.7,3.85,-999,Total,mass,8.94,1,no,medium,0,0,0,1,0,0,0,0,-999,N,N,Closed shrubland,8,1222,900,"non-tropical,",0.15,0.72,0.17,1.07
SC06,YES,Low & Lamont 1990,"Enaebba, SW Australia",-29.87,115.25,-999,Total,mass,3.07,1.8,no,coarse,0,0,0,1,0,0,0,0,-999,N,N,Closed shrubland,8,1604,530,winter maximum,0.13,0.95,0.13,1.19
SC07,YES,Martinez et al. 1998,SW Spain,37.12,-6.2,-999,Total,mass,1.33,1,no,coarse,0,0,0,1,1,0,0,0,-999,N,N,Closed shrubland,8,1490,620,winter maximum,0.12,0.82,0.18,1.57
SC09a,YES,Miller & Ng 1977,"California, USA",32.9,-116.65,1000,Total,mass,-999,0.8,no,medium,0,0,0,1,0,0,0,0,-999,N,N,Closed shrubland,8,1276,550,winter maximum,0.11,0.42,0.11,0.48
SC09b,YES,Miller & Ng 1977,"Fundo Santa Laura, Chile",-33.07,-71,1000,Total,mass,-999,1,no,-999,0,0,0,1,0,0,0,0,-999,N,N,Closed shrubland,8,1103,550,winter maximum,0.26,0.85,0.31,1.45
SC10a,YES,Specht & Rayson 1957,"Ninety-Mile Plain, Australia",-36.03,140.4,-999,Total,mass,6.34,0.76,no,coarse,0,0,0,1,1,1,1,0,-999,N,N,Closed shrubland,8,1308,457,winter maximum,0.13,0.44,0.13,0.5
SC10b,YES,Specht & Rayson 1957,"Ninety-Mile Plain, Australia",-36.03,140.4,-999,Total,mass,6.8,1.83,no,coarse,0,0,0,1,1,1,1,0,-999,N,N,Closed shrubland,8,1308,457,winter maximum,0.13,0.68,0.13,0.73
SC10c,YES,Specht & Rayson 1957,"Ninety-Mile Plain, Australia",-36.03,140.4,-999,Total,mass,8.08,0.76,no,coarse,0,0,0,1,1,1,1,0,-999,N,N,Closed shrubland,8,1308,457,winter maximum,0.1,0.35,0.1,0.37
SC11a,YES,Carbon et al. 1980,SW Australia,-32.27,116.38,-999,Total,length,-999,18,no,medium,0,1,0,0,0,0,0,0,evergreen,N,N,Xeric forest,6,1420,950,winter maximum,0.24,5.62,0.24,5.62
SC11b,YES,Carbon et al. 1980,SW Australia,-32.27,116.38,-999,Total,length,-999,15,no,medium,0,1,0,0,0,0,0,0,evergreen,N,N,Xeric forest,6,1420,950,winter maximum,0.21,9.01,0.21,9.01
SC12,YES,Sternberg et al. 1996,"California, USA",33.88,-116.75,1150,Total,number,-999,2,no,medium,0,0,0,1,0,0,0,0,-999,N,N,Closed shrubland,8,1331,550,winter maximum,0.25,1.56,0.29,2.2
SC13,YES,Davis & Pase,"Central Arizona, USA",33.58,-111.27,1006,Total,mass,10.42,2.8,no,medium,0,0,0,1,0,0,0,0,-999,N,N,Closed shrubland,8,1780,653,"non-tropical,",0.57,1.99,0.58,2.07
SC14,YES,Kosmas et al. 1996,Greece,37.97,23.92,140,Total,mass,0.45,0.8,no,medium,0,1,0,0,0,1,1,0,evergreen,Y,N,Wooded grassland,6,1529,496,winter maximum,0.07,0.57,0.08,0.96
SC15a,YES,Lamont 1973,SW Australia,-33.95,118.48,-999,Total,mass,0.52,0.51,no,medium,3,0,0,1,0,0,0,0,-999,N,N,Closed shrubland,8,1194,340,winter maximum,0.05,0.25,0.05,0.3
SC15b,YES,Lamont 1973,SW Australia,-31.95,115.82,-999,Total,mass,11.09,0.67,no,coarse,4,0,0,1,0,0,0,0,-999,N,N,Closed shrubland,8,1272,820,winter maximum,0.02,0.19,0.02,0.21
SG05,YES,Lee & Lauenroth 1994,"Colorado, USA",40.82,-104.78,1650,Total,length,-999,1,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1248,321,summer maximum,0.22,0.83,0.27,1.45
SG06a,YES,Liang et al. 1989,"Colorado, USA",40.82,-104.77,1650,2,mass,1.79,0.9,no,medium,0,0,0,1,0,1,0,1,-999,N,N,Grassland,10,1248,311,summer maximum,0.08,0.72,0.13,1.39
SG06b,YES,Liang et al. 1989,"Colorado, USA",40.82,-104.77,1650,2,mass,3.4,0.9,no,medium,0,0,0,1,0,1,0,0,-999,N,N,Grassland,10,1248,311,summer maximum,0.24,0.8,0.36,1.52
SG06c,YES,Liang et al. 1989,"Colorado, USA",40.82,-104.77,1650,2,mass,1.88,0.9,no,medium,0,0,0,1,0,0,0,0,-999,N,N,Wooded grassland,7,1248,311,summer maximum,0.14,0.62,0.15,0.88
SG06d,YES,Liang et al. 1989,"Colorado, USA",40.82,-104.77,1650,2,mass,1.64,0.9,no,medium,0,0,0,0,1,1,0,0,-999,N,N,Grassland,10,1248,311,summer maximum,0.12,0.71,0.16,1.26
SG06e,YES,Liang et al. 1989,"Colorado, USA",40.82,-104.77,1650,2,mass,1.32,0.9,no,medium,0,0,0,0,1,1,0,0,-999,N,N,Grassland,10,1248,311,summer maximum,0.1,0.69,0.13,1.24
SG09,YES,Schulze et al. 1996,"Patagonia, Argentina",-44.88,-71.33,1160,Total,mass,2.14,2,no,medium,0,0,0,1,0,1,0,0,-999,N,N,Grassland,10,881,290,winter maximum,0.13,1.01,0.13,1.19
SG10b,YES,Sims & Singh 1978,Cottonwood (South Dakota),43.95,-101.87,744,Total,mass,1.74,0.6,no,fine,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1089,400,summer maximum,0.1,0.5,0.14,0.95
SG10c,YES,Sims & Singh 1978,Dickinson (North Dakota),46.9,-102.82,784,Total,mass,1.87,0.6,no,coarse,0,0,0,0,0,1,1,0,-999,N,N,Grassland,10,1168,400,summer maximum,0.03,0.46,0.05,0.89
SG10g,YES,Sims & Singh 1978,Pantex (Texas),35.3,-101.53,1075,Total,mass,0.79,0.6,no,fine,0,0,0,0,0,1,1,1,-999,N,N,Grassland,10,1375,500,summer maximum,0.09,0.51,0.14,0.98
SG10h,YES,Sims & Singh 1978,Pawnee (Colorado),40.82,-104.77,1652,Total,mass,1.35,0.6,no,medium,0,0,0,1,0,1,1,1,-999,N,N,Grassland,10,1248,300,summer maximum,0.09,0.51,0.14,0.98
SG11,YES,Singh & Coleman 1977,"Colorado, USA",40.82,-104.77,1630,Total,mass,1.05,0.6,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1248,300,summer maximum,0.06,0.36,0.06,0.48
SG20,YES,Coupland et al. 1975,"Saskatchewan, Canada",50.7,-107.8,680,Total,mass,2.42,1.5,no,fine,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1025,338,summer maximum,0.23,1.23,0.31,2.28
SG23f,YES,Shalyt 1950,"Khomutov, S Ukraine",47.28,38,-999,Total,mass,1.63,1,no,fine,0,0,0,0,0,1,1,0,-999,N,N,Grassland,10,732,438,"non-tropical,",0.12,0.69,0.13,1.06
SG23g,YES,Shalyt 1950,"Khomutov, S Ukraine",47.28,38,-999,Total,mass,1.47,1,no,fine,0,0,0,0,0,1,1,0,-999,N,N,Grassland,10,732,438,"non-tropical,",0.11,0.73,0.13,1.22
SG23h,YES,Shalyt 1950,"Askaniya-Nova, S Ukraine",46.5,33.97,-999,Total,mass,1.22,1.5,no,-999,0,0,0,0,1,1,1,0,-999,N,N,Grassland,10,878,390,"non-tropical,",0.1,1.06,0.12,1.87
SG23i,YES,Shalyt 1950,"Askaniya-Nova, S Ukraine",46.5,33.97,-999,Total,mass,2.95,1,no,medium,0,0,0,0,1,1,1,0,-999,N,N,Grassland,10,878,390,"non-tropical,",0.15,0.71,0.16,1.07
SG23j,YES,Shalyt 1950,"Askaniya-Nova, S Ukraine",46.5,33.97,-999,Total,mass,1.69,1,no,-999,0,0,0,0,1,1,1,0,-999,N,N,Grassland,10,878,390,"non-tropical,",0.07,0.78,0.1,1.49
SG23k,YES,Shalyt 1950,"Askaniya-Nova, S Ukraine",46.5,33.97,-999,Total,mass,3.59,2.38,no,-999,0,0,0,0,1,1,1,0,-999,N,N,Grassland,10,878,390,"non-tropical,",0.15,1.39,0.16,1.6
SG23l,YES,Shalyt 1950,"Sivash Bay, S Ukraine",46.12,34.2,-999,Total,mass,2.14,1,no,medium,0,0,0,0,1,1,0,0,-999,N,N,Grassland,10,878,400,"non-tropical,",0.13,0.76,0.15,1.3
SG23m,YES,Shalyt 1950,"Sivash Bay, S Ukraine",46.12,34.2,-999,Total,mass,2.3,1,no,medium,0,0,0,0,1,1,0,0,-999,N,N,Grassland,10,878,400,"non-tropical,",0.12,0.77,0.15,1.36
SG23n,YES,Shalyt 1950,"Sivash Bay, S Ukraine",46.12,34.2,-999,Total,mass,1.69,1,no,medium,0,0,0,0,1,1,0,0,-999,N,N,Grassland,10,878,400,"non-tropical,",0.09,0.8,0.14,1.53
SG24,YES,Distel & Fernández 1988,"La Pampa Province, Argentina",-38.75,-63.75,-999,Total,number,-999,0.6,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,977,400,summer maximum,0.29,0.55,0.36,0.98
SG26a,YES,Weaver 1977,"Montana, USA",45.87,-111.18,1360,5,mass,0.9,0.7,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1096,360,summer maximum,0.19,0.62,0.28,1.18
SG30a,YES,Boikov & Kharitonov 1998,"Buryatia, Russia",51.95,106.78,-999,Total,mass,1.51,0.5,no,-999,0,0,0,0,1,1,1,0,-999,N,N,Grassland,10,640,435,summer maximum,0.04,0.31,0.04,0.47
SG30b,YES,Boikov & Kharitonov 1998,"Buryatia, Russia",51.95,106.78,-999,Total,mass,2.49,0.5,no,-999,0,0,0,0,1,1,1,0,-999,N,N,Grassland,10,640,435,summer maximum,0.07,0.38,0.08,0.64
SG30c,YES,Boikov & Kharitonov 1998,"Buryatia, Russia",51.95,106.78,-999,Total,mass,1.54,0.5,no,-999,0,0,0,0,1,1,1,0,-999,N,N,Grassland,10,640,435,summer maximum,0.06,0.32,0.07,0.43
SG31,YES,Hulbert 1955,"W Idaho, USA",46.45,-117.02,350,Total,mass,0.1,1.6,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1069,355,winter maximum,0.2,1.29,0.27,2.29
SG33,YES,Coupland & Brayshaw 1953,"Saskatchewan, Canada",52.13,-106.63,-999,Total,mass,1.88,1.22,no,medium,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,881,362,summer maximum,0.08,0.6,0.08,0.76
SG34,NO,Cox et al. 1986,"SE Arizona, USA",31.7,-110.05,-999,Total,mass,0.64,0.91,yes,-999,0,0,0,0,0,1,0,0,-999,N,N,Grassland,10,1654,343,summer maximum,0.05,0.66,0.06,0.96
TC02,YES,Gehrmann et al. 1984,"Lower Saxony, Germany",51.95,9.73,-999,2,mass,0.25,0.85,no,coarse,5,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,637,781,"non-tropical,",0.25,0.62,0.26,0.76
TC04,YES,McClaugherty et al. 1982,"Massachusetts, USA",42.5,-72.2,-999,3,mass,0.51,0.98,no,medium,8,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,779,1050,"non-tropical,",0.22,0.79,0.25,1.31
TC05,YES,Reynolds 1970,"Oxford, England",51.72,-1.25,-999,Total,mass,1.42,1.07,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,730,650,"non-tropical,",0.51,0.86,0.51,0.95
TC06,YES,Safford & Bell 1972,"Maine, USA",44.93,-68.65,-999,3,mass,0.7,0.45,no,medium,5,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,611,1033,"non-tropical,",0.06,0.23,0.06,0.26
TC08,YES,Vyskot 1973,Czech Republic,49.32,16.67,460,5,mass,-999,1,no,fine,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,732,628,summer maximum,0.16,0.74,0.17,1.14
TC09a,YES,Wright 1955,"Morayshire, Scotland",57.62,-3.73,<100,Total,mass,4.19,0.61,no,coarse,0,0,1,1,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,595,607,"non-tropical,",0.18,0.47,0.19,0.64
TC09b,YES,Wright 1955,"Morayshire, Scotland",57.62,-3.73,<100,Total,mass,4.71,1.22,no,coarse,0.6,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,595,607,"non-tropical,",0.24,0.89,0.25,1.27
TC09c,YES,Wright 1955,"Morayshire, Scotland",57.62,-3.73,<100,Total,mass,6.73,1.22,no,coarse,1.3,0,1,0,0,0,1,0,evergreen,N,N,ENL forest / tempera,1,595,607,"non-tropical,",0.29,1.03,0.37,1.82
TC09d,YES,Wright 1955,"Morayshire, Scotland",57.62,-3.73,<100,Total,mass,10.42,1.52,no,coarse,1.3,0,1,0,0,0,1,0,evergreen,N,N,ENL forest / tempera,1,595,607,"non-tropical,",0.32,1.24,0.38,2.08
TC10a,YES,Scherfose 1990,"Lower Saxony, Germany",53.13,9.78,70,2,mass,0.6,1,no,coarse,4.5,0,1,0,1,1,0,0,evergreen,Y,N,ENL plantation / tem,1,729,740,"non-tropical,",0.09,0.75,0.12,1.33
TC10b,YES,Scherfose 1990,"Lower Saxony, Germany",52.6,10.03,40,2,mass,0.76,1,no,coarse,5,0,1,0,1,1,0,0,evergreen,Y,N,ENL plantation / tem,1,744,700,"non-tropical,",0.1,0.69,0.11,1.11
TC10c,YES,Scherfose 1990,"Lower Saxony, Germany",53.13,9.78,85,2,mass,0.55,1,no,coarse,6,0,1,0,1,1,0,0,evergreen,Y,N,ENL plantation / tem,1,729,740,"non-tropical,",0.12,0.77,0.15,1.35
TC10d,YES,Scherfose 1990,"Lower Saxony, Germany",52.83,10.28,78,2,mass,0.6,1,yes,organic,40,0,1,0,1,1,1,0,evergreen,Y,N,ENL plantation / tem,1,744,705,"non-tropical,",0.06,0.29,0.06,0.3
TC10e,YES,Scherfose 1990,"Lower Saxony, Germany",52.41,10.13,68,2,mass,0.33,1,no,coarse,8,0,1,0,0,1,1,0,evergreen,Y,N,ENL plantation / tem,1,638,700,"non-tropical,",0.11,0.7,0.12,1.11
TC10f,YES,Scherfose 1990,"Lower Saxony, Germany",53.07,10.57,55,2,mass,0.47,1,no,medium,6,0,1,0,1,1,1,0,evergreen,Y,N,ENL plantation / tem,1,702,600,"non-tropical,",0.11,0.79,0.15,1.45
TC10g,YES,Scherfose 1990,"Lower Saxony, Germany",52.25,11.03,145,2,mass,0.35,1,no,coarse,5.5,0,1,0,1,1,1,0,evergreen,Y,N,ENL plantation / tem,1,608,630,"non-tropical,",0.1,0.73,0.12,1.23
TC10h,YES,Scherfose 1990,"Lower Saxony, Germany",51.58,9.85,180,2,mass,0.32,1,yes,medium,0,0,1,0,0,0,1,0,evergreen,Y,N,ENL plantation / tem,1,637,610,"non-tropical,",0.21,0.8,0.25,1.32
TC12,YES,Glatzel 1983,SE Austria,47.05,16.45,240,Total,mass,1.1,1.03,yes,medium,2.5,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,763,750,summer maximum,0.06,0.36,0.06,0.4
TC15a,YES,Xu 1990,"Rheinland-Pfalz, Germany",50,7.1,300-550,5,number,-999,1,yes,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,737,850,"non-tropical,",0.13,0.4,0.14,0.42
